dataSource,dataSource_secondary,sourceID,species,dataType,date,time,latitude,longitude,positionalError_meters,specificGeography,dataNotes
ODNR (Diversity Database),NA,21089,Least weasel,Museum specimen,2/23/1937,NA,41.3762,-83.6517,4828.03,,
ODNR (Diversity Database),NA,5793,Least weasel,Museum specimen,10/1/1937,NA,41.4158,-81.9236,1609.34,,
ODNR (Diversity Database),NA,16996,Least weasel,Museum specimen,11/30/1938,NA,41.1817,-84.7408,1414.21,,
ODNR (Diversity Database),NA,16997,Least weasel,Museum specimen,11/30/1938,NA,41.1817,-84.7408,1414.21,,
ODNR (Diversity Database),NA,20881,Least weasel,Museum specimen,12/22/1938,NA,39.4156,-81.5775,4828.03,,
ODNR (Diversity Database),NA,3530,Least weasel,Museum specimen,12/28/1939,NA,38.9486,-84.2803,1414.21,,
ODNR (Diversity Database),NA,19574,Least weasel,Museum specimen,1/7/1939,NA,40.4681,-84.1806,1414.21,,
ODNR (Diversity Database),NA,19255,Least weasel,Museum specimen,11/14/1939,NA,41.2464,-83.2361,1414.21,,
ODNR (Diversity Database),NA,19256,Least weasel,Museum specimen,11/14/1939,NA,41.2464,-83.2361,1414.21,,
ODNR (Diversity Database),NA,19258,Least weasel,Museum specimen,11/27/1939,NA,41.2464,-83.2361,1414.21,,
ODNR (Diversity Database),NA,19259,Least weasel,Museum specimen,11/27/1939,NA,41.2464,-83.2361,1414.21,,
ODNR (Diversity Database),NA,7646,Least weasel,Museum specimen,3/3/1939,NA,39.0503,-83.0567,1414.21,,
ODNR (Diversity Database),NA,8099,Least weasel,Museum specimen,2/9/1939,NA,39.9611,-82.9989,S7,,
ODNR (Diversity Database),NA,8100,Least weasel,Museum specimen,2/9/1939,NA,39.9611,-82.9989,S7,,
ODNR (Diversity Database),NA,13030,Least weasel,Museum specimen,1/7/1939,NA,40.3936,-82.4857,4828.03,,
ODNR (Diversity Database),NA,13016,Least weasel,Museum specimen,12/21/1939,NA,40.4478,-82.2603,1414.21,,
ODNR (Diversity Database),NA,16441,Least weasel,Museum specimen,1/17/1939,NA,39.6495,-81.8624,1414.21,,
ODNR (Diversity Database),NA,14409,Least weasel,Museum specimen,11/24/1939,NA,41.6139,-81.3,4828.03,,
ODNR (Diversity Database),NA,14410,Least weasel,Museum specimen,11/24/1939,NA,41.6139,-81.3,4828.03,,
ODNR (Diversity Database),NA,17122,Least weasel,Museum specimen,12/15/1940,NA,41.0778,-84.7275,1414.21,,
ODNR (Diversity Database),NA,17123,Least weasel,Museum specimen,12/15/1940,NA,41.0778,-84.7275,1414.21,,
ODNR (Diversity Database),NA,11623,Least weasel,Museum specimen,2/5/1940,NA,39.1964,-84.5414,S7,,
ODNR (Diversity Database),NA,10911,Least weasel,Museum specimen,3/7/1940,NA,39.0656,-84.4233,1414.21,,
ODNR (Diversity Database),NA,21154,Least weasel,Museum specimen,3/5/1940,NA,41.3794,-83.7361,4828.03,,
ODNR (Diversity Database),NA,5921,Least weasel,Museum specimen,3/26/1942,NA,41.4742,-81.5371,1609.34,,
ODNR (Diversity Database),NA,8112,Least weasel,Museum specimen,2/22/1946,NA,39.9611,-82.9989,S7,,
ODNR (Diversity Database),NA,5663,Least weasel,Museum specimen,1/12/1947,NA,41.446,-81.4329,8046.72,,
ODNR (Diversity Database),NA,13017,Least weasel,Museum specimen,1/8/1948,NA,40.4814,-82.5411,1609.34,,
ODNR (Diversity Database),NA,12779,Least weasel,Museum specimen,11/29/1948,NA,40.6639,-82.1269,1414.21,,
ODNR (Diversity Database),NA,19676,Least weasel,Museum specimen,1/20/1949,NA,40.8903,-81.5978,1414.21,,
ODNR (Diversity Database),NA,19677,Least weasel,Museum specimen,1/20/1949,NA,40.8903,-81.5978,1414.21,,
ODNR (Diversity Database),NA,7374,Least weasel,Museum specimen,12/12/1950,NA,39.7189,-82.6458,1414.21,,
ODNR (Diversity Database),NA,17231,Least weasel,Museum specimen,1/7/1950,NA,39.735,-82.2361,S7,,
ODNR (Diversity Database),NA,20771,Least weasel,Museum specimen,11/25/1951,NA,39.2794,-84.1119,1414.21,,
ODNR (Diversity Database),NA,3034,Least weasel,Museum specimen,3/10/1951,NA,40.1806,-83.725,1609.34,,
ODNR (Diversity Database),NA,13029,Least weasel,Museum specimen,3/3/1951,NA,40.3469,-82.6303,1414.21,,
ODNR (Diversity Database),NA,20760,Least weasel,Museum specimen,1/10/1953,NA,39.4297,-84.1672,S7,,
ODNR (Diversity Database),NA,7711,Least weasel,Museum specimen,12/27/1954,NA,39.6186,-83.3322,1609.34,,
ODNR (Diversity Database),NA,2901,Least weasel,Museum specimen,12/24/1955,NA,39.4804,-84.5522,8046.72,,
ODNR (Diversity Database),NA,6930,Least weasel,Museum specimen,10/18/1955,NA,40.1419,-82.9294,1609.34,,
ODNR (Diversity Database),NA,6931,Least weasel,Museum specimen,10/18/1955,NA,40.1419,-82.9294,1609.34,,
ODNR (Diversity Database),NA,6932,Least weasel,Museum specimen,10/18/1955,NA,40.1419,-82.9294,1609.34,,
ODNR (Diversity Database),NA,15111,Least weasel,Museum specimen,11/25/1955,NA,39.9619,-82.4914,1609.34,,
ODNR (Diversity Database),NA,4026,Least weasel,Museum specimen,11/1/1956,NA,39.0522,-84.1503,S7,,
ODNR (Diversity Database),NA,1819,Least weasel,Museum specimen,6/24/1956,NA,39.3294,-82.1014,1609.34,,
ODNR (Diversity Database),NA,4172,Least weasel,Museum specimen,2/25/1956,NA,40.2925,-82.0311,1609.34,,
ODNR (Diversity Database),NA,4173,Least weasel,Museum specimen,2/25/1956,NA,40.2925,-82.0311,1609.34,,
ODNR (Diversity Database),NA,6138,Least weasel,Museum specimen,10/27/1956,NA,41.5358,-81.6597,S7,,
ODNR (Diversity Database),NA,17960,Least weasel,Museum specimen,2/27/1957,NA,39.7878,-84.7603,1414.21,,
ODNR (Diversity Database),NA,8200,Least weasel,Museum specimen,2/21/1957,NA,40.066,-83.1137,1609.34,,
ODNR (Diversity Database),NA,8251,Least weasel,Museum specimen,11/23/1958,NA,39.9064,-83.1544,4828.03,,
ODNR (Diversity Database),NA,6830,Least weasel,Museum specimen,10/20/1958,NA,40.2283,-83.0717,4828.03,,
ODNR (Diversity Database),NA,2660,Least weasel,Museum specimen,10/30/1959,NA,39.5072,-84.7636,1609.34,,
ODNR (Diversity Database),NA,2723,Least weasel,Museum specimen,11/15/1960,NA,39.5072,-84.7453,1609.34,,
ODNR (Diversity Database),NA,16015,Least weasel,Museum specimen,1/1/1960,NA,39.7592,-84.1917,S7,,
ODNR (Diversity Database),NA,16019,Least weasel,Museum specimen,11/13/1960,NA,39.7592,-84.1917,S7,,
ODNR (Diversity Database),NA,16020,Least weasel,Museum specimen,11/14/1960,NA,39.7592,-84.1917,S7,,
ODNR (Diversity Database),NA,8249,Least weasel,Museum specimen,1/2/1960,NA,39.8408,-83.1842,4828.03,,
ODNR (Diversity Database),NA,6953,Least weasel,Museum specimen,2/19/1961,NA,40.2783,-83.0075,S7,,
ODNR (Diversity Database),NA,8264,Least weasel,Museum specimen,1/20/1965,NA,40.0914,-82.9569,1609.34,,
ODNR (Diversity Database),NA,16216,Least weasel,Museum specimen,12/2/1966,NA,39.7039,-84.1153,8046.72,,
ODNR (Diversity Database),NA,10582,Least weasel,Museum specimen,5/21/1967,NA,39.8226,-84.0373,1609.34,,
ODNR (Diversity Database),NA,10585,Least weasel,Museum specimen,6/2/1967,NA,39.8226,-84.0373,1609.34,,
ODNR (Diversity Database),NA,10613,Least weasel,Museum specimen,9/16/1967,NA,39.685,-83.9297,1609.34,,
ODNR (Diversity Database),NA,16180,Least weasel,Museum specimen,8/8/1968,NA,39.8441,-84.125,1609.34,,
ODNR (Diversity Database),NA,10667,Least weasel,Museum specimen,3/27/1968,NA,39.6947,-83.8864,S7,,
ODNR (Diversity Database),NA,12773,Least weasel,Museum specimen,11/1/1968,NA,40.5614,-81.7944,1414.21,,
ODNR (Diversity Database),NA,11508,Least weasel,Museum specimen,2/1/1970,NA,39.24,-84.3601,4828.03,,
ODNR (Diversity Database),NA,15935,Least weasel,Museum specimen,7/14/1970,NA,39.7917,-84.2056,S7,,
ODNR (Diversity Database),NA,15701,Least weasel,Museum specimen,11/25/1970,NA,40.0387,-84.205,4828.03,,
ODNR (Diversity Database),NA,14979,Least weasel,Museum specimen,5/9/1970,NA,40.2332,-82.6069,1609.34,,
ODNR (Diversity Database),NA,2873,Least weasel,Museum specimen,2/1/1971,NA,39.4347,-84.7592,4828.03,,
ODNR (Diversity Database),NA,20757,Least weasel,Museum specimen,1/1/1971,NA,39.4356,-84.1833,1609.34,,
ODNR (Diversity Database),NA,10498,Least weasel,Museum specimen,1/4/1973,NA,39.7994,-83.8486,8046.72,,
ODNR (Diversity Database),NA,10597,Least weasel,Museum specimen,11/29/1973,NA,39.6581,-83.7351,1609.34,,
ODNR (Diversity Database),NA,18442,Least weasel,Museum specimen,12/8/1973,NA,39.4439,-82.8272,1414.21,,
ODNR (Diversity Database),NA,2021,Least weasel,Museum specimen,1/11/1973,NA,39.3083,-81.8947,8046.72,,
ODNR (Diversity Database),NA,4122,Least weasel,Museum specimen,8/7/1973,NA,40.7692,-80.7767,S7,,
ODNR (Diversity Database),NA,19894,Least weasel,Museum specimen,9/15/1973,NA,41.2611,-80.7681,60.96,,
ODNR (Diversity Database),NA,4164,Least weasel,Museum specimen,8/7/1973,NA,40.6905,-80.5748,4828.03,,
ODNR (Diversity Database),NA,2815,Least weasel,Museum specimen,10/10/1974,NA,39.5072,-84.7453,1609.34,,
ODNR (Diversity Database),NA,11369,Least weasel,Museum specimen,12/7/1974,NA,39.2393,-84.7369,1414.21,,
ODNR (Diversity Database),NA,16647,Least weasel,Museum specimen,2/7/1974,NA,41.5644,-83.2369,4828.03,,
ODNR (Diversity Database),NA,17292,Least weasel,Museum specimen,7/31/1974,NA,39.6933,-83.0539,1609.34,,
ODNR (Diversity Database),NA,7896,Least weasel,Museum specimen,2/4/1974,NA,39.9611,-82.9989,S7,,
ODNR (Diversity Database),NA,7897,Least weasel,Museum specimen,2/4/1974,NA,39.9611,-82.9989,S7,,
ODNR (Diversity Database),NA,13885,Least weasel,Museum specimen,7/1/1974,NA,41.6663,-81.3396,1609.34,,
ODNR (Diversity Database),NA,16120,Least weasel,Museum specimen,11/3/1975,NA,39.7592,-84.1917,S7,,
ODNR (Diversity Database),NA,16122,Least weasel,Museum specimen,7/13/1976,NA,39.7592,-84.1917,S7,,
ODNR (Diversity Database),NA,16123,Least weasel,Museum specimen,10/12/1976,NA,39.7592,-84.1917,S7,,
ODNR (Diversity Database),NA,16181,Least weasel,Museum specimen,11/16/1976,NA,39.8441,-84.125,1609.34,,
ODNR (Diversity Database),NA,2439,Least weasel,Museum specimen,2/4/1976,NA,38.9469,-83.9836,1414.21,,
ODNR (Diversity Database),NA,10036,Least weasel,Museum specimen,7/9/1977,NA,41.4952,-81.3409,1414.21,,
ODNR (Diversity Database),NA,15902,Least weasel,Museum specimen,11/23/1978,NA,39.7917,-84.2056,S7,,
ODNR (Diversity Database),NA,4160,Least weasel,Museum specimen,11/4/1978,NA,40.7719,-80.7685,1609.34,,
ODNR (Diversity Database),NA,18398,Least weasel,Museum specimen,1/1/1979,NA,39.45,-82.8083,402.336,,
ODNR (Diversity Database),NA,20954,Least weasel,Museum specimen,6/15/1979,NA,40.7233,-81.9211,4828.03,,
ODNR (Diversity Database),NA,9181,Least weasel,Museum specimen,7/2/1979,NA,41.6372,-81.145,60.96,,
ODNR (Diversity Database),NA,9106,Least weasel,Museum specimen,11/26/1979,NA,41.5644,-81.1442,60.96,,
ODNR (Diversity Database),NA,12663,Least weasel,Museum specimen,11/22/1980,NA,39.5398,-82.4072,1609.34,,
ODNR (Diversity Database),NA,9177,Least weasel,Museum specimen,5/3/1980,NA,41.6372,-81.145,60.96,,
ODNR (Diversity Database),NA,2875,Least weasel,Museum specimen,11/2/1981,NA,39.4338,-84.7611,1414.21,,
ODNR (Diversity Database),NA,15723,Least weasel,Museum specimen,1/11/1981,NA,39.6217,-81.2253,1414.21,,
ODNR (Diversity Database),NA,14530,Least weasel,Museum specimen,10/20/1985,NA,41.6139,-81.3,4828.03,,
ODNR (Diversity Database),NA,10083,Least weasel,Museum specimen,3/10/1988,NA,41.4637,-81.3403,4828.03,,
ODNR (Diversity Database),NA,2878,Least weasel,Museum specimen,2/16/1991,NA,39.4347,-84.7592,1609.34,,
ODNR (Diversity Database),NA,20134,Least weasel,Museum specimen,9/21/1993,NA,39.9614,-82.9992,S9,,
ODNR (Diversity Database),NA,1685385,Least weasel,Museum specimen,12/1/2002,NA,NA,NA,NA,,
ODNR (Diversity Database),NA,1245245,Least weasel,Museum specimen,12/11/2003,NA,NA,NA,NA,,
ODNR (Diversity Database),NA,1252616,Least weasel,Museum specimen,11/18/2004,NA,NA,NA,NA,,
ODNR (Diversity Database),NA,1250264,Least weasel,Museum specimen,7/20/2006,NA,41.245,-81.5793,0,,
ODNR (Diversity Database),NA,1250280,Least weasel,Museum specimen,9/15/2006,NA,41.1813,-81.3558,0,,
ODNR (Diversity Database),NA,1899603,Least weasel,Museum specimen,7/22/2007,NA,NA,NA,NA,,
ODNR (Diversity Database),NA,1636786,Least weasel,Museum specimen,11/4/2008,NA,41.15089,-82.0094,0,,
ODNR (Diversity Database),NA,1654358,Least weasel,Museum specimen,11/4/2008,NA,41.15089,-82.0094,0,,
ODNR (Diversity Database),NA,1899601,Least weasel,Museum specimen,6/23/2011,NA,NA,NA,NA,,
ODNR (Diversity Database),NA,1899602,Least weasel,Museum specimen,3/23/2015,NA,39.300299,-84.690299,402.336,,
ODNR (Diversity Database),NA,2866,Least weasel,Museum specimen,NA,NA,39.5072,-84.7453,1609.34,,
ODNR (Diversity Database),NA,6963,Least weasel,Museum specimen,NA,NA,40.2783,-83.0075,S7,,
ODNR (Diversity Database),NA,20153,Least weasel,Museum specimen,NA,NA,39.9614,-82.9992,S9,,
ODNR (Diversity Database),NA,7139,Least weasel,Museum specimen,NA,NA,41.4497,-82.7072,4828.03,,
ODNR (Diversity Database),NA,7140,Least weasel,Museum specimen,NA,NA,41.4497,-82.7072,4828.03,,
ODNR (Diversity Database),NA,19776,Least weasel,Museum specimen,NA,NA,41.1819,-81.5844,1414.21,,
ODNR (Diversity Database),NA,19777,Least weasel,Museum specimen,NA,NA,41.1819,-81.5844,1414.21,,
ODNR (Diversity Database),NA,15388,Least weasel,Museum specimen,NA,NA,41.0244,-80.8575,1414.21,,
ODNR (Diversity Database),NA,2118473,Unknown weasel,Museum specimen,6/30/2019,NA,41.1844,-81.653921,60.96,,
ODNR (Diversity Database),NA,23017606,Unknown weasel,Museum specimen,NA,NA,NA,NA,NA,,
ODNR (Diversity Database),NA,15975,Unknown weasel,Museum specimen,7/1/1956,NA,39.8225,-84.0372,1609.34,,
ODNR (Diversity Database),NA,10530,Unknown weasel,Museum specimen,10/3/1974,NA,39.7994,-83.8486,8046.72,,
ODNR (Diversity Database),NA,7685,Unknown weasel,Museum specimen,12/16/1949,NA,39.5428,-83.4403,1609.34,,
ODNR (Diversity Database),NA,16637,Unknown weasel,Museum specimen,5/1/1971,NA,41.4508,-82.9931,1609.34,,
ODNR (Sightings Website Old),NA,10544,Unknown weasel,Sighting report,4/29/2017,NA,40.267274,-84.332423,0,,
ODNR (Sightings Website Old),NA,10568,Long-tailed weasel,Sighting report,5/30/2016,NA,40.487886,-82.267193,0,,
ODNR (Sightings Website Old),NA,10911,Long-tailed weasel,Sighting report,6/18/2018,NA,41.54118526,-84.64769863,0,,
ODNR (Sightings Website Old),NA,13921,Long-tailed weasel,Sighting report,6/27/2019,NA,41.707508,-80.65046,0,,
ODNR (Sightings Website Old),NA,22371,Unknown weasel,Sighting report,6/13/2020,NA,41.060044,-81.747357,0,,"Description: ""unknown - long-tailed or short-tailed"""
ODNR (Sightings Website Old),NA,22747,Long-tailed weasel,Sighting report,6/29/2020,NA,39.255921,-82.057235,0,,
ODNR (Sightings Website Old),NA,23692,Least weasel,Sighting report,6/28/2020,NA,40.715182,-83.29938,0,,
ODNR (Sightings Website Old),NA,27964,Least weasel,Sighting report,4/8/2021,NA,41.841318,-81.016494,0,,
ODNR (Sightings Website Old),NA,33269,Long-tailed weasel,Sighting report,7/22/2021,NA,41.415682,-81.481165,0,,
ODNR (Sightings Website Old),NA,35464,Long-tailed weasel,Sighting report,7/18/2021,NA,39.948819,-80.855924,0,,
ODNR (Sightings Website Old),NA,40035,Long-tailed weasel,Sighting report,11/20/2021,NA,39.266883,-82.238905,0,,
ODNR (Sightings Website Old),NA,43454,Long-tailed weasel,Sighting report,12/19/2021,NA,39.66787953,-84.30936596,0,,
ODNR (Sightings Website Old),NA,46434,Long-tailed weasel,Sighting report,4/2/2022,NA,39.466461,-83.16798,0,,
ODNR (Sightings Website Old),NA,46453,Least weasel,Sighting report,4/4/2022,NA,41.384035,-81.420282,0,,
ODNR (Sightings Website Old),NA,48505,Long-tailed weasel,Sighting report,6/8/2022,NA,41.699815,-81.33907,0,,
ODNR (Sightings Website Old),NA,48527,Long-tailed weasel,Sighting report,6/14/2022,NA,39.035403,-84.333642,0,,
ODNR (Sightings Website Old),NA,48578,Unknown weasel,Sighting report,6/19/2022,NA,41.363234,-81.612379,0,,"Description: ""unknown - long-tailed or short-tailed"""
ODNR (Sightings Website Old),NA,48771,Long-tailed weasel,Sighting report,6/29/2022,NA,40.142458,-81.600709,0,,
ODNR (Sightings Website Old),NA,48847,Least weasel,Sighting report,7/5/2022,NA,39.955538,-81.288369,0,,
ODNR (Sightings Website Old),NA,51680,Long-tailed weasel,Sighting report,7/24/2022,NA,40.431583,-80.781659,0,,
ODNR (Sightings Website Old),NA,54364,Least weasel,Sighting report,10/7/2019,NA,41.682785,-83.877587,0,,
ODNR (Sightings Website Old),NA,54671,Long-tailed weasel,Sighting report,8/26/2022,NA,39.266763,-82.237875,0,,
ODNR (Sightings Website Old),NA,56561,Long-tailed weasel,Sighting report,10/2/2022,NA,39.047253,-83.52952,0,,
ODNR (Sightings Website Old),NA,56659,Long-tailed weasel,Sighting report,10/5/2022,NA,39.482266,-84.052014,0,,
ODNR (Sightings Website Old),NA,57824,Long-tailed weasel,Sighting report,10/16/2022,NA,39.604652,-82.593588,0,,
ODNR (Sightings Website Old),NA,60674,Least weasel,Sighting report,12/13/2022,NA,40.469181,-80.742048,0,,
ODNR (Sightings Website Old),NA,62107,Least weasel,Sighting report,1/16/2023,NA,39.434039,-82.800023,0,,
ODNR (Sightings Website Old),NA,62551,Long-tailed weasel,Sighting report,2/6/2023,NA,40.710784,-82.689667,0,,
ODNR (Sightings Website Old),NA,62916,Long-tailed weasel,Sighting report,2/23/2023,NA,41.697773,-81.166732,0,,
ODNR (Sightings Website Old),NA,65385,Unknown weasel,Sighting report,5/3/2023,NA,40.190551,-80.826068,0,,"Description: ""unknown - video is long-tailed, but photo looks like short-tailed?"""
ODNR (Sightings Website Old),NA,65607,Unknown weasel,Sighting report,5/21/2023,NA,40.914531,-81.469296,0,,
ODNR (Sightings Website Old),NA,11730,Unknown weasel,Sighting report,9/15/2018,NA,41.413024,-84.016427,0,,
ODNR (Sightings Website Old),NA,36620,Unknown weasel,Sighting report,8/11/2021,NA,41.596991,-84.59131,0,,
ODNR (Sightings Website Old),NA,62989,Unknown weasel,Sighting report,4/6/2023,NA,41.575036,-83.836515,0,,
ODNR (Sightings Website New),NA,17002-06012023,Long-tailed weasel,Sighting report,6/1/2023,NA,39.44580698400006,-84.64937099,0,,
ODNR (Sightings Website New),NA,83803-07182023,Long-tailed weasel,Sighting report,7/18/2023,NA,39.58450913000007,-82.43228179,0,,
ODNR (Sightings Website New),NA,28187-08062023,Unknown weasel,Sighting report,8/6/2023,NA,40.33755249600006,-84.11284031,0,,
ODNR (Sightings Website New),NA,93782-08122023,Long-tailed weasel,Sighting report,8/12/2023,NA,41.50389800000005,-81.492816,0,,
ODNR (Sightings Website New),NA,58524-07252023,Long-tailed weasel,Sighting report,7/25/2023,NA,41.258350000000064,-81.694882,0,,
ODNR (Sightings Website New),NA,44248-08052023,Long-tailed weasel,Sighting report,8/5/2023,NA,41.256290000000035,-81.728205,0,,
ODNR (Sightings Website New),NA,5089-04162023,Long-tailed weasel,Sighting report,4/16/2023,NA,41.199610000000064,-81.71905,0,,
ODNR (Sightings Website New),NA,799-04012020,Long-tailed weasel,Sighting report,4/1/2020,NA,41.36585000000008,-81.42039,0,,
ODNR (Sightings Website New),NA,62071-12162019,Least weasel,Sighting report,12/16/2019,NA,40.902810000000045,-81.34578,0,,
ODNR (Sightings Website New),NA,35909-12172021,Least weasel,Sighting report,12/17/2021,NA,40.902810000000045,-81.34578,0,,
ODNR (Sightings Website New),NA,56400-06132023,Long-tailed weasel,Sighting report,6/13/2023,NA,38.74697329300005,-83.40592465,0,,
ODNR (Sightings Website New),NA,66272-06292023,Long-tailed weasel,Sighting report,6/29/2023,NA,41.37805197600005,-81.42040524,0,,
ODNR (Sightings Website New),NA,92692-09052023,Long-tailed weasel,Sighting report,9/5/2023,NA,40.28957514700005,-82.95178062,0,,
ODNR (Sightings Website New),NA,6468-09092023,Long-tailed weasel,Sighting report,9/9/2023,NA,40.41232864500006,-80.73135201,0,,
ODNR (Sightings Website New),NA,91010-10022023,Long-tailed weasel,Sighting report,10/2/2023,NA,39.14046909800004,-83.43944737,0,,
ODNR (Sightings Website New),NA,69113-06252017,Long-tailed weasel,Sighting report,6/25/2017,NA,40.43244827800004,-81.98959919,0,,
ODNR (Sightings Website New),NA,41487-06012023,Long-tailed weasel,Sighting report,6/1/2023,NA,40.49887582300005,-82.70313431,0,,
ODNR (Sightings Website New),NA,26060-04012023,Short-tailed weasel,Sighting report,4/1/2023,NA,41.46656402000008,-81.09881198,0,,
ODNR (Sightings Website New),NA,75618-07082023,Least weasel,Sighting report,7/8/2023,NA,39.71637201000004,-84.23165801,0,,
ODNR (Sightings Website New),NA,77859-07062023,Unknown weasel,Sighting report,7/6/2023,NA,39.455569350000076,-81.49549161,0,,
ODNR (Sightings Website New),NA,68149-06012023,Long-tailed weasel,Sighting report,6/1/2023,NA,41.94390000000004,-80.55921,0,,
ODNR (Sightings Website New),NA,30662-12262021,Long-tailed weasel,Sighting report,12/26/2021,NA,39.697014000000024,-83.253489,0,,
ODNR (Sightings Website New),NA,15603-10022023,Long-tailed weasel,Sighting report,10/2/2023,NA,41.50721000000004,-83.79217,0,,
ODNR (Sightings Website New),NA,75041-01022024,Long-tailed weasel,Sighting report,1/2/2024,NA,40.04894300400008,-83.75364302,0,,
ODNR (Sightings Website New),NA,90697-01092024,Long-tailed weasel,Sighting report,1/9/2024,NA,41.23938238800008,-82.48142844,0,,
ODNR (Sightings Website New),NA,25006-06092023,Long-tailed weasel,Sighting report,6/9/2023,NA,39.256083027000045,-84.75306898,0,,
ODNR (Sightings Website New),NA,44763-09172023,Long-tailed weasel,Sighting report,9/17/2023,NA,40.423523817000046,-80.89225456,0,,
ODNR (Sightings Website New),NA,1086-01282024,Long-tailed weasel,Sighting report,1/28/2024,NA,41.238865332000046,-81.76331703,0,,
ODNR (Sightings Website New),NA,45123-05182023,Long-tailed weasel,Sighting report,5/18/2023,NA,40.33136122700006,-84.02087191,0,,
ODNR (Sightings Website New),NA,89476-05122022,Unknown weasel,Sighting report,5/12/2022,NA,41.73133248000005,-81.18758271,0,,
ODNR (Sightings Website New),NA,4848-02232024,Long-tailed weasel,Sighting report,2/23/2024,NA,40.146744402000024,-82.92895368,0,,
ODNR (Sightings Website New),NA,5765-02012024,Least weasel,Sighting report,2/1/2024,NA,41.10322000000008,-81.44087,0,,
ODNR (Sightings Website New),NA,75308-02252024,Least weasel,Sighting report,2/25/2024,NA,40.915405984000074,-83.41300901,0,,
ODNR (Sightings Website New),NA,87790-04182024,Long-tailed weasel,Sighting report,4/18/2024,NA,39.932731981000074,-81.65780999,0,,
ODNR (Sightings Website New),NA,83885-04252024,Least weasel,Sighting report,4/25/2024,NA,40.840773015000025,-81.11263298,0,,
ODNR (Sightings Website New),NA,1979-04262024,Long-tailed weasel,Sighting report,4/26/2024,NA,38.99067291600005,-81.77192414,0,,
ODNR (Sightings Website New),NA,10867-05012024,Long-tailed weasel,Sighting report,5/1/2024,NA,41.42107024300003,-82.00776913,0,,
ODNR (Sightings Website New),NA,74069-05182024,Long-tailed weasel,Sighting report,5/18/2024,NA,39.75974071100006,-84.00158027,0,,
ODNR (Sightings Website New),NA,53353-05302024,Long-tailed weasel,Sighting report,5/30/2024,NA,39.02956200700004,-83.95795903,0,,
ODNR (Sightings Website New),NA,29463-06112024,Long-tailed weasel,Sighting report,6/11/2024,NA,39.63278386600007,-84.04590929,0,,
ODNR (Sightings Website New),NA,11819-06122024,Unknown weasel,Sighting report,6/12/2024,NA,40.13648402000007,-82.34987599,0,,
ODNR (Sightings Website New),NA,69133-06222024,Unknown weasel,Sighting report,6/22/2024,NA,40.94458027200005,-80.87826989,0,,
ODNR (Sightings Website New),NA,64747-06212024,Unknown weasel,Sighting report,6/21/2024,NA,41.239876999000046,-81.66405601,0,,
