dataSource,dataSource_secondary,sourceID,species,dataType,date,time,latitude,longitude,positionalError_meters,specificGeography,dataNotes
ODNR (Sightings Website New),NA,62887-06282024,Long-tailed weasel,Sighting report,6/28/2024,NA,40.690659984000035,-80.91111957,0,,
ODNR (Sightings Website New),NA,89206-04012024,Long-tailed weasel,Sighting report,4/1/2024,NA,39.35498785200008,-82.01576583,0,,
ODNR (Sightings Website New),NA,15792-08032024,Least weasel,Sighting report,8/3/2024,NA,41.191152171000056,-81.36974937,0,,
ODNR (Sightings Website New),NA,23328-08042024,Unknown weasel,Sighting report,8/4/2024,NA,40.412138895000055,-82.41006821,0,,
ODNR (Sightings Website New),NA,76563-07252024,Long-tailed weasel,Sighting report,7/25/2024,NA,40.830584447000035,-81.26589278,0,,
ODNR (Sightings Website New),NA,53194-08232024,Long-tailed weasel,Sighting report,8/23/2024,NA,41.09618599100003,-81.71019403,0,,
ODNR (Sightings Website New),NA,74804-12012022,Short-tailed weasel,Sighting report,12/1/2022,NA,41.751623997000024,-80.667667,0,,
ODNR (Sightings Website New),NA,5380-10012024,Long-tailed weasel,Sighting report,10/1/2024,NA,39.74712347800005,-82.53889946,0,,
ODNR (Sightings Website New),NA,55291-11152024,Long-tailed weasel,Sighting report,11/15/2024,NA,39.37520412300006,-84.78220618,0,,
ODNR (Sightings Website New),NA,46107-05082023,Least weasel,Sighting report,5/8/2023,NA,40.41888182100007,-83.29810544,0,,
GBIF,UWYMV,897116625,Least weasel,Museum specimen,8/4/1966,NA,41.04417,-83.65,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701539,Long-tailed weasel,Museum specimen,1/18/1932,NA,40.85,-82.92,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701475,Long-tailed weasel,Museum specimen,2/2/1921,NA,40.56,-84.22,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701402,Long-tailed weasel,Museum specimen,1/22/1921,NA,40.56,-84.22,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701388,Long-tailed weasel,Museum specimen,2/7/1921,NA,40.56,-84.22,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701286,Least weasel,Museum specimen,1/31/1931,NA,38.83,-82.32,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701282,Least weasel,Museum specimen,2/1/1930,NA,39.75,-82.63,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701270,Least weasel,Museum specimen,1/2/1930,NA,41.47,-82.15,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701266,Least weasel,Museum specimen,4/10/1930,NA,39.2398,-83.2207,276.054,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701265,Least weasel,Museum specimen,3/21/1930,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701224,Long-tailed weasel,Museum specimen,12/23/1929,NA,39.75,-82.63,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701177,Long-tailed weasel,Museum specimen,5/27/1927,NA,39.41,-83.81,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861701055,Least weasel,Museum specimen,4/18/1934,NA,39.75,-82.63,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700783,Least weasel,Museum specimen,11/22/1978,NA,41.13,-81.53,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700756,Long-tailed weasel,Museum specimen,7/11/1961,NA,40.53,-82.8,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700751,Long-tailed weasel,Museum specimen,8/14/1994,NA,40.09,-82.48,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700579,Least weasel,Museum specimen,8/7/1973,NA,40.77,-80.78,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700556,Long-tailed weasel,Museum specimen,NA,NA,40.2503,-83.0002,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700554,Long-tailed weasel,Museum specimen,10/1/1936,NA,41.36,-83.62,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700553,Least weasel,Museum specimen,2/4/1974,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700548,Least weasel,Museum specimen,2/4/1974,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700543,Long-tailed weasel,Museum specimen,4/1/1976,NA,40.59,-83.16,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700541,Least weasel,Museum specimen,1/7/1939,NA,40.23,-82.28,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700540,Least weasel,Museum specimen,3/5/1940,NA,41.36,-83.62,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700537,Least weasel,Museum specimen,8/7/1973,NA,40.77,-80.78,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700528,Least weasel,Museum specimen,1/7/1939,NA,40.33,-84.2,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700526,Least weasel,Museum specimen,1/11/1981,NA,39.73,-81.08,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861700510,Least weasel,Museum specimen,1/17/1939,NA,39.61,-81.85,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861699802,Long-tailed weasel,Museum specimen,3/8/1929,NA,39.75,-82.63,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861698329,Long-tailed weasel,Museum specimen,NA,NA,40.203,-82.6912,200000,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861698313,Long-tailed weasel,Museum specimen,6/19/1970,NA,40.14,-83.77,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861698285,Long-tailed weasel,Museum specimen,8/12/1974,NA,40.14,-83.77,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861698242,Long-tailed weasel,Museum specimen,12/1/1973,NA,40.23,-82.28,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861698232,Long-tailed weasel,Museum specimen,12/1/1973,NA,40.23,-82.28,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861698021,Least weasel,Museum specimen,12/8/1973,NA,39.33,-83.06,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861697621,Long-tailed weasel,Museum specimen,1/7/1926,NA,41.1814,-81.5843,3036,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861697139,Least weasel,Museum specimen,5/9/1970,NA,40.09,-82.48,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861697084,Least weasel,Museum specimen,1/20/1965,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696691,Long-tailed weasel,Museum specimen,5/14/1969,NA,39.05,-84.15,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696671,Least weasel,Museum specimen,11/1/1968,NA,40.56,-81.93,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696329,Long-tailed weasel,Museum specimen,7/9/1964,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696200,Least weasel,Museum specimen,2/19/1961,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696160,Least weasel,Museum specimen,1/7/1950,NA,39.74,-82.24,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696130,Least weasel,Museum specimen,1/2/1960,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696091,Least weasel,Museum specimen,11/23/1958,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696080,Least weasel,Museum specimen,10/21/1958,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696050,Least weasel,Museum specimen,11/25/1955,NA,40.09,-82.48,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696034,Least weasel,Museum specimen,10/18/1955,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696019,Least weasel,Museum specimen,10/18/1955,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861696004,Least weasel,Museum specimen,10/18/1955,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695994,Least weasel,Museum specimen,2/21/1957,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695776,Least weasel,Museum specimen,3/3/1951,NA,40.23,-82.28,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695716,Least weasel,Museum specimen,11/29/1948,NA,40.56,-81.93,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695518,Least weasel,Museum specimen,2/22/1946,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695487,Least weasel,Museum specimen,12/12/1950,NA,39.75,-82.63,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695472,Least weasel,Museum specimen,NA,NA,40.203,-82.6912,200000,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695432,Least weasel,Museum specimen,10/25/1905,NA,41.17,-81.2,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695428,Least weasel,Museum specimen,1/8/1948,NA,40.23,-82.28,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695405,Long-tailed weasel,Museum specimen,5/26/1905,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695393,Long-tailed weasel,Museum specimen,5/26/1905,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695341,Least weasel,Museum specimen,NA,NA,41.1814,-81.5843,3036,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695340,Long-tailed weasel,Museum specimen,NA,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695301,Least weasel,Museum specimen,NA,NA,40.28,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695260,Long-tailed weasel,Museum specimen,5/26/1905,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695229,Long-tailed weasel,Museum specimen,5/26/1905,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695195,Least weasel,Museum specimen,NA,NA,41.1814,-81.5843,3036,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695192,Long-tailed weasel,Museum specimen,11/25/1901,NA,39.08,-83.07,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695155,Least weasel,Museum specimen,12/21/1939,NA,40.23,-82.28,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695136,Least weasel,Museum specimen,4/12/1905,NA,41.1814,-81.5843,3036,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695116,Long-tailed weasel,Museum specimen,7/20/1909,NA,41.1814,-81.5843,3036,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695097,Long-tailed weasel,Museum specimen,5/26/1905,NA,39.97,-83.01,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695094,Least weasel,Museum specimen,NA,NA,40.85,-82.92,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695092,Least weasel,Museum specimen,3/3/1939,NA,39.56,-83.45,0,,
GBIF,"Ohio State University - Mammal Division, Columbus, OH (OSUM)",861695091,Long-tailed weasel,Museum specimen,1/4/1907,NA,41.13,-83.13,0,,
GBIF,KU,686479003,Least weasel,Museum specimen,9/17/1969,NA,39.4526935,-84.0103756,0,,
GBIF,TCWC,675881794,Long-tailed weasel,Museum specimen,NA,NA,41.805054,-80.948149,0,,
GBIF,TCWC,675863793,Long-tailed weasel,Museum specimen,11/1/1996,NA,41.805054,-80.948149,0,,
GBIF,FMNH,665802872,Least weasel,Museum specimen,1930,NA,41.296154,-83.592331,0,,
GBIF,FMNH,665802329,Least weasel,Museum specimen,1929,NA,41.503948,-84.416145,0,,
GBIF,FMNH,665722917,Long-tailed weasel,Museum specimen,1943,NA,41.663948,-83.555229,0,,
GBIF,FMNH,665716695,Least weasel,Museum specimen,1929,NA,41.558655,-83.73304,0,,
GBIF,CAS,583466090,Long-tailed weasel,Museum specimen,3/22/1940,NA,39.1832974,-84.5330899,0,,
GBIF,FHSM,48062088,Long-tailed weasel,Museum specimen,NA,NA,41.658516,-80.861877,0,,
GBIF,FHSM,48062011,Long-tailed weasel,Museum specimen,NA,NA,41.801941,-81.049171,0,,
GBIF,FHSM,48061911,Long-tailed weasel,Museum specimen,NA,NA,40.49889,-83.107223,0,,
GBIF,FHSM,48061910,Long-tailed weasel,Museum specimen,11/25/1977,NA,41.904034,-80.554443,0,,
GBIF,FHSM,48061857,Long-tailed weasel,Museum specimen,NA,NA,41.805,-80.948334,0,,
GBIF,FHSM,48061805,Long-tailed weasel,Museum specimen,NA,NA,41.836391,-81.04528,0,,
GBIF,FHSM,48061804,Long-tailed weasel,Museum specimen,1/1/1977,NA,41.535,-80.868332,0,,
GBIF,FHSM,48061803,Long-tailed weasel,Museum specimen,NA,NA,41.661671,-80.978332,0,,
GBIF,FHSM,48061802,Long-tailed weasel,Museum specimen,NA,NA,41.60667,-80.572502,0,,
GBIF,FHSM,48061801,Long-tailed weasel,Museum specimen,NA,NA,41.60667,-80.572502,0,,
GBIF,FHSM,48061786,Long-tailed weasel,Museum specimen,NA,NA,41.535,-80.868332,0,,
GBIF,FHSM,48061785,Long-tailed weasel,Museum specimen,12/1/1976,NA,41.890804,-80.598534,0,,
GBIF,FHSM,48061781,Long-tailed weasel,Museum specimen,12/18/1976,NA,41.499607,-80.918037,0,,
GBIF,FHSM,48061780,Long-tailed weasel,Museum specimen,12/11/1976,NA,41.805,-80.948334,0,,
GBIF,LSUMZ,45874804,Long-tailed weasel,Museum specimen,11/11/1969,NA,41.4549648,-83.7167699,0,,
GBIF,UMMZ,1987354600,Least weasel,Museum specimen,8/19/1932,NA,41.2360687,-81.1488954,0,,
GBIF,UMMZ,1987350017,Least weasel,Museum specimen,NA,NA,41.0441702,-83.6497674,0,,
GBIF,UMMZ,1987347193,Least weasel,Museum specimen,12/27/1929,NA,41.0166705,-83.6664679,0,,
GBIF,UMMZ,1987345900,Least weasel,Museum specimen,10/6/1932,NA,41.2360687,-81.1488954,0,,
GBIF,UMMZ,1987341834,Least weasel,Museum specimen,11/26/1929,NA,41.3746659,-83.6511679,0,,
GBIF,UMMZ,1987340660,Least weasel,Museum specimen,NA,NA,41.0166705,-83.6664679,0,,
GBIF,UMMZ,1987329874,Least weasel,Museum specimen,12/6/1929,NA,41.6238638,-81.3069,0,,
GBIF,UMMZ,1987324920,Least weasel,Museum specimen,1/31/1911,NA,41.3222672,-82.4919642,0,,
GBIF,UMMZ,1987324910,Least weasel,Museum specimen,4/26/1936,NA,41.3048678,-81.3245004,0,,
GBIF,UMMZ,1987324478,Least weasel,Museum specimen,2/14/1931,NA,41.3759658,-83.7095696,0,,
GBIF,UMMZ,1987319408,Least weasel,Museum specimen,12/10/1933,NA,41.6238638,-81.3069,0,,
GBIF,UMMZ,1987318205,Least weasel,Museum specimen,3/15/1930,NA,40.9157719,-83.6506673,0,,
GBIF,UMMZ,1987312696,Least weasel,Museum specimen,3/29/1930,NA,41.3746659,-83.6511679,0,,
GBIF,UMMZ,1987312595,Least weasel,Museum specimen,11/30/1938,NA,41.1808674,-84.7404992,0,,
GBIF,UMMZ,1987311636,Least weasel,Museum specimen,NA,NA,41.4488655,-82.7078406,0,,
GBIF,UMMZ,1987310682,Least weasel,Museum specimen,12/10/1930,NA,41.3746659,-83.6511679,0,,
GBIF,UMMZ,1987309960,Least weasel,Museum specimen,2/9/1939,NA,39.9610861,-82.9986475,0,,
GBIF,UMMZ,1987304312,Least weasel,Museum specimen,1/2/1930,NA,41.0166705,-83.6664679,0,,
GBIF,UMMZ,1987304216,Least weasel,Museum specimen,11/14/1939,NA,41.2463678,-83.2355557,0,,
GBIF,UMMZ,1987301585,Least weasel,Museum specimen,11/24/1939,NA,41.6099639,-81.3155003,0,,
GBIF,UMMZ,1987293677,Least weasel,Museum specimen,12/15/1940,NA,41.0782688,-84.7263986,0,,
GBIF,UMMZ,1987281621,Least weasel,Museum specimen,12/10/1925,NA,41.2448681,-82.6966401,0,,
GBIF,UMMZ,1987269650,Least weasel,Museum specimen,3/23/1933,NA,41.1385689,-83.6491675,0,,
GBIF,UMMZ,1987255549,Least weasel,Museum specimen,11/20/1933,NA,41.4360661,-81.3864023,0,,
GBIF,UMMZ,1987239151,Least weasel,Museum specimen,NA,NA,41.4488655,-82.7078406,0,,
GBIF,UMMZ,1987235212,Least weasel,Museum specimen,4/5/1928,NA,41.4581649,-83.4874632,0,,
GBIF,UMMZ,1987234046,Least weasel,Museum specimen,5/4/1936,NA,41.519965,-81.4886053,0,,
GBIF,UMMZ,1987233950,Least weasel,Museum specimen,11/27/1939,NA,41.2463678,-83.2355557,0,,
GBIF,UMMZ,1987232527,Least weasel,Museum specimen,3/9/1927,NA,41.3746659,-83.6511679,0,,
GBIF,UMMZ,1987232457,Least weasel,Museum specimen,11/17/1930,NA,41.3746659,-83.6511679,0,,
GBIF,CUMV,1852482162,Least weasel,Museum specimen,1/20/1949,NA,40.889568,-81.597623,0,,
GBIF,CUMV,1852482148,Least weasel,Museum specimen,1/20/1949,NA,40.889568,-81.597623,0,,
GBIF,iNaturalist,1831103761,Least weasel,Sighting report,3/23/2015,13:48,39.301838,-84.688271,0,,
GBIF,SUI,1325917880,Least weasel,Museum specimen,2/1/1930,NA,41.37477,-83.6513,0,,
GBIF,SUI,1325917855,Least weasel,Museum specimen,2/1/1930,NA,41.37477,-83.6513,0,,
GBIF,UAZ,1262403875,Long-tailed weasel,Museum specimen,12/23/1964,NA,40.716566,-80.980568,0,,
GBIF,MVZ,1145876738,Long-tailed weasel,Museum specimen,12/29/1937,NA,39.4396938,-83.8364706,0,,
GBIF,MVZ,1145876719,Long-tailed weasel,Museum specimen,12/27/1937,NA,39.4396938,-83.8364706,0,,
GBIF,MSB,1145364367,Long-tailed weasel,Museum specimen,NA,NA,41.2331687,-81.5198061,0,,
GBIF,MSB,1145162061,Long-tailed weasel,Museum specimen,9/26/1943,NA,41.4738656,-81.5369067,0,,
GBIF,LACM,1065421268,Long-tailed weasel,Museum specimen,12/17/1939,NA,39.1618979,-84.4566877,0,,
GBIF,LACM,1065413191,Long-tailed weasel,Museum specimen,12/27/1932,NA,39.0500001,-84.1497789,0,,
GBIF,iNaturalist,1038333592,Least weasel,Sighting report,10/6/2014,13:37,39.183587,-82.4721,0,,
GBIF,iNaturalist,1038288445,Least weasel,Sighting report,6/6/2024,10:57,40.512875,-81.274605,0,,
iNaturalist,NA,9d358f9f-fc0e-48f6-a634-101b2fce7c0f,Long-tailed weasel,Sighting report,12/22/2014,NA,41.322744,-81.408666,2140,,Quality Grade: research
iNaturalist,NA,a767ab86-00e7-481a-9be9-7e8c3cd1a39f,Long-tailed weasel,Sighting report,1/17/2016,NA,41.00785114,-81.20433314,27847,,Quality Grade: research
iNaturalist,NA,e8e9cf46-9ccc-49f5-b3b2-42503d3e75b8,Long-tailed weasel,Sighting report,3/12/2019,NA,39.57252167,-82.03334717,50,,Quality Grade: research
iNaturalist,NA,1ba59ea0-89d8-440b-8630-775337e6e6df,Long-tailed weasel,Sighting report,3/27/2019,NA,41.33302565,-81.41658675,185,,Quality Grade: research
iNaturalist,NA,5f69dccc-75dc-4007-855e-7c5af547a252,Long-tailed weasel,Sighting report,5/7/2014,NA,40.82034338,-81.09619841,8,,Quality Grade: research
iNaturalist,NA,e75b6649-b331-4877-96cc-aa1f1e85a95a,Long-tailed weasel,Sighting report,11/5/2019,NA,39.5491605,-82.07700307,122,,Quality Grade: research
iNaturalist,NA,38ddbb52-d295-4e5a-a256-3560726e2232,Long-tailed weasel,Sighting report,3/12/2020,NA,40.52995,-82.69362,5,,Quality Grade: research
iNaturalist,NA,8f386102-252f-4122-9603-7df2ccb74810,Long-tailed weasel,Sighting report,3/22/2020,NA,41.32189382,-81.62571168,22,,Quality Grade: needs_id
iNaturalist,NA,f900d4ba-5f19-44e4-8c9b-aa92b3a6bfff,Long-tailed weasel,Sighting report,5/15/2020,NA,39.951585,-84.06549847,28030,,Quality Grade: research
iNaturalist,NA,942e3578-b771-417e-9e3c-38950d4bcfe8,Long-tailed weasel,Sighting report,6/11/2020,NA,39.79817227,-83.92293848,349,,Quality Grade: research
iNaturalist,NA,b55d07ff-ab5d-48ae-950f-c947cbf88a1b,Long-tailed weasel,Sighting report,9/20/2020,NA,41.19799881,-81.65015413,31,,Quality Grade: research
iNaturalist,NA,e02e37e7-8ab4-4b2d-ba49-f3c2eac408a8,Long-tailed weasel,Sighting report,3/27/2021,NA,41.77122491,-81.04981922,3129,,Quality Grade: research
iNaturalist,NA,01e1b27c-31ca-4b2f-bb96-259dcf2424b7,Long-tailed weasel,Sighting report,6/25/2017,NA,40.50376339,-81.85413959,27939,,Quality Grade: research
iNaturalist,NA,192b92c8-d30b-4df0-8ab4-944bd2e5229a,Long-tailed weasel,Sighting report,6/29/2021,NA,40.9970377,-81.6817344,221,,Quality Grade: needs_id
iNaturalist,NA,26a26acf-952a-48d5-adc5-3a90ddf54991,Long-tailed weasel,Sighting report,7/12/2021,NA,41.33208306,-81.41465556,185,,Quality Grade: needs_id
iNaturalist,NA,fd2b9ab2-3305-4950-aa87-f780fbf3160f,Long-tailed weasel,Sighting report,7/22/2021,NA,41.33208306,-81.41465556,185,,Quality Grade: needs_id
iNaturalist,NA,e61b7331-01ab-44f4-92ba-cedfe5d481e1,Long-tailed weasel,Sighting report,11/12/2021,NA,41.51189167,-81.61370833,35,,Quality Grade: casual
iNaturalist,NA,1d5ae3f4-f98f-4728-bfcc-44bfbfd8de61,Long-tailed weasel,Sighting report,12/17/2021,NA,40.81940062,-81.09667104,49,,Quality Grade: research
iNaturalist,NA,f7508cc4-ad29-440b-9e69-545c913bbbd6,Long-tailed weasel,Sighting report,11/7/2021,NA,39.90394234,-83.21525574,10130,,Quality Grade: research
iNaturalist,NA,df2bb2df-7432-46bd-abfa-7ee401164690,Long-tailed weasel,Sighting report,4/22/2022,NA,40.07316616,-83.21580928,57,,Quality Grade: research
iNaturalist,NA,1fe97143-2586-4611-85a7-04f2cfa99ec5,Long-tailed weasel,Sighting report,5/14/2022,NA,38.58939829,-82.24804579,17,,Quality Grade: research
iNaturalist,NA,69dab85d-bc60-457c-bc19-7d7b7199df0b,Long-tailed weasel,Sighting report,4/21/2022,NA,41.21534555,-81.41611741,171,,Quality Grade: needs_id
iNaturalist,NA,1fcf60c4-e3d9-41a8-a8ab-ec3cb5929089,Long-tailed weasel,Sighting report,6/6/2022,NA,39.12035,-84.80915,17,,Quality Grade: research
iNaturalist,NA,39959640-cefe-45b6-b3e5-7745aa81be4b,Long-tailed weasel,Sighting report,6/19/2022,NA,41.36360688,-81.6123802,247,,Quality Grade: research
iNaturalist,NA,0cc6f0b0-fda8-4333-b7bb-e7becb7875c5,Long-tailed weasel,Sighting report,6/19/2022,NA,41.36399246,-81.61246913,2,,Quality Grade: research
iNaturalist,NA,c41e2dcb-91b0-400f-9fc1-799e2245dac9,Long-tailed weasel,Sighting report,6/22/2022,NA,41.44200194,-81.18496246,6,,Quality Grade: research
iNaturalist,NA,e65463f9-57d4-497f-aa49-a1346e6fb124,Long-tailed weasel,Sighting report,6/16/2022,NA,40.15613883,-84.38442167,5,,Quality Grade: research
iNaturalist,NA,55ed7f9c-162a-4f0b-bd92-17dd508d0b9a,Long-tailed weasel,Sighting report,7/18/2022,NA,41.02506383,-82.09516117,5,,Quality Grade: research
iNaturalist,NA,7d984c27-8c7e-48de-be80-732443e3731e,Long-tailed weasel,Sighting report,7/4/2022,NA,40.79759351,-82.0315693,74,,Quality Grade: research
iNaturalist,NA,6da7cb55-3027-4504-8419-4e052316d20d,Long-tailed weasel,Sighting report,7/9/2022,NA,41.1511399,-81.5506922,216,,Quality Grade: needs_id
iNaturalist,NA,02fe6fd3-2d55-495f-8248-00d0615a2610,Long-tailed weasel,Sighting report,7/11/2022,NA,41.1511399,-81.5506922,216,,Quality Grade: research
iNaturalist,NA,0958613b-599a-4eb4-9379-c8c536d5e319,Long-tailed weasel,Sighting report,10/6/2022,NA,41.1511399,-81.5506922,216,,Quality Grade: research
iNaturalist,NA,85eef92f-01ec-4de6-89c0-94130d9dd6bc,Long-tailed weasel,Sighting report,7/18/2022,NA,41.3319478,-81.4125556,185,,Quality Grade: research
iNaturalist,NA,caa2e7a3-688e-4e09-bfde-d75397e6e087,Long-tailed weasel,Sighting report,6/13/2022,NA,41.3319478,-81.4125556,185,,Quality Grade: research
iNaturalist,NA,cc9e81de-c1c0-482e-ab7a-c83eb9f68108,Long-tailed weasel,Sighting report,6/14/2022,NA,41.3319478,-81.4125556,185,,Quality Grade: research
