dataSource,dataSource_secondary,sourceID,species,dataType,date,time,latitude,longitude,positionalError_meters,specificGeography,dataNotes
iNaturalist,NA,643d98e2-c97d-4aa1-ace5-7f08dc0d89ab,Long-tailed weasel,Sighting report,7/29/2022,NA,41.3319478,-81.4125556,185,,Quality Grade: research
iNaturalist,NA,5bdd4d92-0809-4e60-8247-1fb05046e747,Long-tailed weasel,Sighting report,12/18/2022,NA,41.03223738,-81.2636348,27847,,Quality Grade: needs_id
iNaturalist,NA,300bc95d-6ed5-4cc5-8eb9-9e6b5715b1a7,Long-tailed weasel,Sighting report,7/17/2022,NA,40.4330573,-81.98746091,NA,,Quality Grade: research
iNaturalist,NA,5d9c01bb-98df-4dc9-9b1e-d2a83a755750,Long-tailed weasel,Sighting report,6/15/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,1acf9872-0eeb-48e7-9759-3fa54b12712b,Long-tailed weasel,Sighting report,7/7/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,f2f853bd-9d46-4178-9ba9-c0e9a555d3a3,Long-tailed weasel,Sighting report,7/8/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,88c0d9cd-53e2-413e-b4a9-2b1b09f39bdd,Long-tailed weasel,Sighting report,7/15/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,120f0d23-0353-4419-aaa2-caf11121b2db,Long-tailed weasel,Sighting report,7/19/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,be203d84-f103-4b73-9db6-aade23d6e5f6,Long-tailed weasel,Sighting report,8/3/2023,NA,41.0125358,-81.393876,190,,Quality Grade: needs_id
iNaturalist,NA,23733e01-50b1-45d9-a410-e5ab4fbb5ca2,Long-tailed weasel,Sighting report,7/7/2023,NA,41.34183979,-81.43480775,27816,,Quality Grade: research
iNaturalist,NA,20f2fdde-b0d8-45ef-b2b5-f56857f6213d,Long-tailed weasel,Sighting report,9/9/2023,NA,39.52195439,-84.71139361,285,,Quality Grade: research
iNaturalist,NA,3f9eaa0e-37de-49d5-9256-a635c5c863ad,Long-tailed weasel,Sighting report,8/31/2023,NA,41.21025947,-81.55039769,791,,Quality Grade: research
iNaturalist,NA,6b7f34fc-32f2-4345-b50c-82083edae440,Long-tailed weasel,Sighting report,9/2/2023,NA,41.21025947,-81.55039769,791,,Quality Grade: research
iNaturalist,NA,35abe84f-8cdf-4706-be72-c1fa4e55b7b3,Long-tailed weasel,Sighting report,9/11/2023,NA,41.21521522,-81.54942105,615,,Quality Grade: research
iNaturalist,NA,570b189c-222c-4b30-a082-820a7fbf1d97,Long-tailed weasel,Sighting report,8/24/2023,NA,41.0125358,-81.393876,190,,Quality Grade: needs_id
iNaturalist,NA,6c8ee817-4c8d-4ced-931a-74bfacfb1187,Long-tailed weasel,Sighting report,8/24/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,960b9309-3c69-450e-8038-cc425e6a9a69,Long-tailed weasel,Sighting report,10/11/2023,NA,41.0125358,-81.393876,190,,Quality Grade: research
iNaturalist,NA,99a3aa8f-3627-4b41-b63c-fc7332a7e283,Long-tailed weasel,Sighting report,9/21/2023,NA,41.21521522,-81.54942105,615,,Quality Grade: research
iNaturalist,NA,a5418535-af6e-42c7-92eb-2167720c8d9f,Long-tailed weasel,Sighting report,10/5/2023,NA,41.21521522,-81.54942105,615,,Quality Grade: needs_id
iNaturalist,NA,fae17804-2142-4e9e-9a9c-dbc6b23bde50,Long-tailed weasel,Sighting report,3/1/2024,NA,40.9970377,-81.6817344,221,,Quality Grade: research
iNaturalist,NA,c5ecffe6-cf93-4658-9bd6-e9dcc0cfe7ed,Long-tailed weasel,Sighting report,2/26/2024,NA,40.9970377,-81.6817344,221,,Quality Grade: research
iNaturalist,NA,55f6b024-e6b1-4c14-b930-cc71d8b90bae,Long-tailed weasel,Sighting report,5/8/2024,NA,38.73681283,-83.18313765,28210,,Quality Grade: research
iNaturalist,NA,7a4510f4-9120-4570-8c4c-3938e7fe5d40,Long-tailed weasel,Sighting report,6/18/2024,NA,41.15268998,-81.55174498,204,,Quality Grade: needs_id
iNaturalist,NA,0c9f3203-2446-4d26-a464-43c77831c3db,Long-tailed weasel,Sighting report,6/23/2024,NA,41.1511399,-81.5506922,54,,Quality Grade: needs_id
iNaturalist,NA,e5a5fe17-0f41-4f2a-81a7-f860276c37b4,Long-tailed weasel,Sighting report,7/2/2024,NA,41.1511399,-81.5506922,54,,Quality Grade: needs_id
iNaturalist,NA,79fd35cf-22d1-4404-9767-0f7e1dbb207c,Long-tailed weasel,Sighting report,6/27/2024,NA,41.15126108,-81.55074588,29,,Quality Grade: research
iNaturalist,NA,388ceed7-984a-4666-bafd-eb4d9861737d,Long-tailed weasel,Sighting report,7/7/2024,NA,41.25358728,-81.61861123,15,,Quality Grade: needs_id
iNaturalist,NA,c191003e-0c77-4d37-ad59-9e513f7062d1,Long-tailed weasel,Sighting report,6/25/2024,NA,41.21521522,-81.54942105,615,,Quality Grade: needs_id
iNaturalist,NA,bf36fda7-be80-4097-bad8-b7f894a7f9f2,Long-tailed weasel,Sighting report,6/27/2024,NA,41.21521522,-81.54942105,615,,Quality Grade: needs_id
iNaturalist,NA,b5555872-b20b-4a57-85c5-a476afae2453,Long-tailed weasel,Sighting report,6/12/2024,NA,41.21521522,-81.54942105,615,,Quality Grade: needs_id
iNaturalist,NA,c3823533-97dd-430c-8474-6d941f8195cf,Long-tailed weasel,Sighting report,6/18/2024,NA,41.21521522,-81.54942105,615,,Quality Grade: needs_id
iNaturalist,NA,0a6d2b7b-eeca-448b-90e5-4ad3b1d53d11,Long-tailed weasel,Sighting report,7/6/2024,NA,41.21521522,-81.54942105,615,,Quality Grade: needs_id
iNaturalist,NA,abc86f99-aab9-4b82-abe7-4e42d57130f5,Long-tailed weasel,Sighting report,2/27/2024,NA,40.82207228,-81.09409239,15,,Quality Grade: research
iNaturalist,NA,8bfa51b9-0183-4616-ad90-d30b7cb36800,Long-tailed weasel,Sighting report,8/9/2024,NA,41.31278779,-81.58090368,27816,,Quality Grade: research
iNaturalist,NA,fdde6a75-dd7a-431a-9d19-48b77661b023,Long-tailed weasel,Sighting report,8/9/2024,NA,41.30833981,-81.42243134,27816,,Quality Grade: research
iNaturalist,NA,aad36690-7673-4af4-b41b-910df330e977,Long-tailed weasel,Sighting report,7/31/2024,NA,41.21158951,-81.43177724,27816,,Quality Grade: research
iNaturalist,NA,03db16d3-3ece-4f6e-9f9a-e5b9632f100a,Long-tailed weasel,Sighting report,8/2/2024,NA,41.33215558,-81.41176951,22,,Quality Grade: research
iNaturalist,NA,3831c190-5b1b-471d-8ed0-6ddaafa0846e,Long-tailed weasel,Sighting report,9/29/2023,NA,41.61846475,-83.5793486,9,,Quality Grade: casual
iNaturalist,NA,948c927f-7d52-464b-91b9-171457943d0a,Long-tailed weasel,Sighting report,7/10/2024,NA,41.09599495,-81.44241846,27847,,Quality Grade: needs_id
iNaturalist,NA,3fe34981-45a5-4a74-8313-57d9a5646148,Long-tailed weasel,Sighting report,7/31/2024,NA,41.02481629,-81.55549119,27847,,Quality Grade: needs_id
iNaturalist,NA,6ba5b29a-8b99-42d4-ae9b-3caa84a6f421,Long-tailed weasel,Sighting report,8/21/2024,NA,41.18287987,-81.48718521,27847,,Quality Grade: needs_id
iNaturalist,NA,e2c69053-f90a-4ab9-bf99-4573bd9c2dbd,Long-tailed weasel,Sighting report,9/6/2024,NA,41.38652388,-81.59333018,27816,,Quality Grade: research
iNaturalist,NA,da9316ad-39f1-494d-844d-96a01e4649da,Long-tailed weasel,Sighting report,7/28/2024,NA,41.29558718,-81.4983195,27816,,Quality Grade: needs_id
iNaturalist,NA,1c3d76f5-a912-4206-9740-4304cbbb4646,Long-tailed weasel,Sighting report,7/31/2024,NA,41.29442845,-81.58559396,27816,,Quality Grade: needs_id
iNaturalist,NA,52b9bd3d-7e58-4022-8327-df0a5c61a7b1,Long-tailed weasel,Sighting report,8/2/2024,NA,41.35106793,-81.47005701,27816,,Quality Grade: needs_id
iNaturalist,NA,1850e428-cab9-4644-b902-7536e9b8c9b2,Long-tailed weasel,Sighting report,8/3/2024,NA,41.24805271,-81.55649245,27816,,Quality Grade: needs_id
iNaturalist,NA,d914f53e-c29b-43a1-9e89-047700341897,Long-tailed weasel,Sighting report,8/9/2024,NA,41.34719655,-81.56109535,27816,,Quality Grade: research
iNaturalist,NA,057c2cab-0f06-4c39-8bcf-82368ce40d94,Long-tailed weasel,Sighting report,9/20/2024,NA,41.39724513,-81.41953146,27816,,Quality Grade: research
iNaturalist,NA,3a8b2da3-feec-4ac7-8579-395c1e9a86b8,Long-tailed weasel,Sighting report,12/21/2024,NA,39.80932,-83.897961,101,,Quality Grade: research
iNaturalist,NA,2e70b5ac-627f-4253-8c32-8935f6e21898,Least weasel,Sighting report,10/6/2014,NA,39.18358667,-82.4721,NA,,Quality Grade: research
iNaturalist,NA,4644b18d-9b74-4652-a997-b433fe0b7e18,Least weasel,Sighting report,3/23/2015,NA,39.30183792,-84.68827057,NA,,Quality Grade: research
iNaturalist,NA,6e832005-db27-4a58-852e-d56d1533f321,Least weasel,Sighting report,11/22/2015,NA,41.002658,-81.97541,100,,Quality Grade: research
iNaturalist,NA,f93fb279-32dd-473f-a2da-4abf92092b9c,Least weasel,Sighting report,5/16/2018,NA,41.18502005,-81.27308472,27847,,Quality Grade: research
iNaturalist,NA,54b10462-2bc9-4a8e-be08-3b484df3c726,Least weasel,Sighting report,7/4/2018,NA,41.39998147,-81.0541885,27816,,Quality Grade: research
iNaturalist,NA,e30dd926-8602-4cb3-8060-06f2172d9963,Least weasel,Sighting report,4/12/2022,NA,41.00682367,-81.68921002,1970,,Quality Grade: needs_id
iNaturalist,NA,91052260-04a0-4b52-89ed-7ffd38d2a279,Least weasel,Sighting report,8/29/2022,NA,41.3319478,-81.4125556,185,,Quality Grade: research
iNaturalist,NA,2a5a2cb1-b07b-4511-8bda-ba18b096d66a,Least weasel,Sighting report,12/6/2022,NA,41.16345524,-81.36900136,27847,,Quality Grade: research
iNaturalist,NA,c304ac79-76c9-4725-a4f5-5ef9635f626e,Least weasel,Sighting report,10/31/2022,NA,41.2129243,-81.417598,171,,Quality Grade: research
iNaturalist,NA,e407a820-e80c-4015-89f8-06a3f58d2198,Least weasel,Sighting report,11/5/2022,NA,41.2129243,-81.417598,171,,Quality Grade: research
iNaturalist,NA,2d5d67e7-c119-4320-a29d-0ec5b1cbde4b,Least weasel,Sighting report,12/14/2022,NA,41.2129243,-81.417598,171,,Quality Grade: research
iNaturalist,NA,9f74e62d-357c-4181-99b7-71c3731d7057,Least weasel,Sighting report,10/26/2022,NA,41.15121915,-81.55062783,31,,Quality Grade: research
iNaturalist,NA,4633bdb1-4ddc-49d5-98fc-ea341450d4bd,Least weasel,Sighting report,11/10/2022,NA,41.15121915,-81.55062783,31,,Quality Grade: research
iNaturalist,NA,0b7a5891-43f8-4e18-825b-ed79574579b3,Least weasel,Sighting report,10/7/2023,NA,40.87748,-81.584595,5,,Quality Grade: research
iNaturalist,NA,e2dce523-96e1-4a8e-8ee4-58f15e218ccf,Least weasel,Sighting report,7/5/2024,NA,41.33215558,-81.41176951,22,,Quality Grade: research
iNaturalist,NA,4e1b9e73-f26d-48c4-a525-629f8d2bc0c5,Short-tailed weasel,Sighting report,4/13/2019,NA,41.16525074,-81.43113437,27847,,Quality Grade: research
iNaturalist,NA,29b96cb7-9d2b-42ea-beac-31c3de4d23b4,Short-tailed weasel,Sighting report,6/29/2019,NA,40.6943553,-82.19077781,27908,,Quality Grade: research
iNaturalist,NA,26a2abc5-8286-4fa5-a721-651d2463e8a9,Short-tailed weasel,Sighting report,6/30/2020,NA,40.68952583,-84.168864,27908,,Quality Grade: research
iNaturalist,NA,a937c658-36e1-4b97-b05f-2d0fce3b04d9,Short-tailed weasel,Sighting report,6/29/2020,NA,41.44797995,-81.70497259,27785,,Quality Grade: research
iNaturalist,NA,f3441d20-117c-44a6-9e3f-dbbdef2694bb,Short-tailed weasel,Sighting report,6/15/2021,NA,41.21687097,-81.75567828,27816,,Quality Grade: research
iNaturalist,NA,d9ee82f9-c7c8-4c15-997f-626be7a29b05,Short-tailed weasel,Sighting report,6/14/2021,NA,39.440706,-84.10690013,28090,,Quality Grade: research
iNaturalist,NA,4260a7ef-1ece-4c3b-a031-19134d5088f1,Short-tailed weasel,Sighting report,5/21/2021,NA,40.46230267,-82.1948073,27939,,Quality Grade: research
iNaturalist,NA,f632c7fe-1b01-4af3-966a-42407e9ed557,Short-tailed weasel,Sighting report,5/21/2022,NA,41.39709967,-82.24953927,27816,,Quality Grade: research
iNaturalist,NA,222dbe94-59e5-470b-891a-b44989ee18ec,Short-tailed weasel,Sighting report,5/9/2023,NA,41.4313227,-82.61472132,27785,,Quality Grade: research
iNaturalist,NA,a21b83e5-67c8-4b2c-aa07-fcc328b530f1,Short-tailed weasel,Sighting report,5/27/2023,NA,40.37187582,-83.03586773,27969,,Quality Grade: research
iNaturalist,NA,4b283e75-678f-4b96-9d44-7d72a2966054,Short-tailed weasel,Sighting report,6/22/2023,NA,39.88663281,-81.98996395,28030,,Quality Grade: research
iNaturalist,NA,00db9e34-124c-4fa4-8875-fe28fe35a8e1,Short-tailed weasel,Sighting report,7/9/2024,NA,41.85649917,-80.71025411,27723,,Quality Grade: research
ODNR (Sightings Website New),NA,NA,Least weasel,Sighting report,2/14/2025,NA,40.51097,-82.38108,0,,"Provided by email by Katie Dennison, not in original spreadsheet."
Vertnet,LSUMZ,847e2306-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,11/11/1969,NA,41.455,-83.717,0,,
Vertnet,UAZ,96275bf2-8999-4869-95d5-4903a84391b0,Long-tailed weasel,Museum specimen,12/23/1964,NA,40.716566,-80.9806,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,10/31/1938,NA,41.61,-81.3158,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,2/14/1931,NA,41.376,-83.7098,6790,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/20/1933,NA,41.4361,-81.3867,1637,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.6066704,-80.5725,0,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,12/11/1976,NA,41.8050003,-80.9483,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,12/6/1929,NA,41.6239,-81.3072,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,8/19/1932,NA,41.2361,-81.1492,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,12/3/1929,NA,41.4361,-81.3867,1637,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.6616707,-80.9783,0,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,12/18/1976,NA,41.4996071,-80.918,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/26/1929,NA,41.3747,-83.6514,2852,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/27/1939,NA,41.2464,-83.2358,510,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,3/23/1933,NA,41.1386,-83.6494,430,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,10/6/1932,NA,41.2361,-81.1492,188,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.6066704,-80.5725,0,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,12/1/1976,NA,41.8908043,-80.5985,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/17/1930,NA,41.3747,-83.6514,2852,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,6/18/1942,NA,41.2433,-82.6161,2073,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,12/10/1925,NA,41.2449,-82.6969,785,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,11/29/1930,NA,41.2361,-81.1492,188,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.8019409,-81.0492,0,,
Vertnet,LACM,7a25f7aa-03fb-4322-aaeb-66719e1a9527,Long-tailed weasel,Museum specimen,12/17/1939,NA,39.1619,-84.4569,15316,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,NA,NA,41.4489,-82.7081,2441,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,12/22/1930,NA,41.6239,-81.3072,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,12/10/1930,NA,41.3747,-83.6514,2852,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,3/29/1930,NA,41.3747,-83.6514,2852,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,3/9/1927,NA,41.3747,-83.6514,2441,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,7/7/1924,NA,40.6353,-82.2333,832,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,8/19/1932,NA,41.2361,-81.1492,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,5/4/1936,NA,41.52,-81.4889,188,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.6585159,-80.8619,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,8/2/1933,NA,41.6239,-81.3072,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,11/29/1930,NA,41.2361,-81.1492,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,8/19/1932,NA,41.2361,-81.1492,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,7/16/1935,NA,41.4384,-81.3773,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,12/15/1940,NA,41.0783,-84.7266,2441,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,1/1/1977,NA,41.5349998,-80.8683,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,NA,NA,41.4489,-82.7081,2441,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,12/27/1929,NA,41.0167,-83.6667,24168,,
Vertnet,LACM,7a25f7aa-03fb-4322-aaeb-66719e1a9527,Unknown weasel,Museum specimen,12/27/1932,NA,39.05,-84.15,24168,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.8050003,-80.9483,0,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.5349998,-80.8683,0,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,40.4988899,-83.1072,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,12/10/1933,NA,41.6239,-81.3072,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,8/8/1926,NA,40.805,-81.9353,2602,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,8/10/1936,NA,40.7992,-81.9318,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,7/9/1939,NA,41.2464,-83.2358,510,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,11/14/1930,NA,41.3691,-82.1082,13200,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/24/1939,NA,41.61,-81.3158,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/14/1939,NA,41.2464,-83.2358,510,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,02/01/1930,NA,41.0167,-83.6667,24168,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,1/2/1930,NA,41.0167,-83.6667,24168,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,11/30/1938,NA,41.1809,-84.7407,1637,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,11/25/1977,NA,41.9040337,-80.5544,0,,
Vertnet,CUMV,35720b3e-aded-4b83-b4f1-967f1d457d6a,Unknown weasel,Museum specimen,01/07/1956,NA,39.799862,-84.0804,79600,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,4/26/1936,NA,41.3049,-81.3248,6856,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,11/30/1932,NA,41.2361,-81.1492,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,10/22/1927,NA,41.52,-81.5564,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,8/29/1935,NA,41.4384,-81.3773,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,5/29/1930,NA,41.6289,-81.3617,832,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,01/12/1922,NA,41.0442,-83.65,4855,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,3/15/1930,NA,40.9158,-83.6509,14820,,
Vertnet,FHSM,84e6e5f8-f762-11e1-a439-00145eb45e9a,Long-tailed weasel,Museum specimen,NA,NA,41.8363914,-81.0453,0,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,1/31/1911,NA,41.3223,-82.4922,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,6/3/1930,NA,41.6289,-81.3617,832,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,4/5/1928,NA,41.4582,-83.4877,8381,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,10/30/1932,NA,41.2361,-81.1492,188,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Long-tailed weasel,Museum specimen,6/1/1945,NA,41.4994,-81.6956,45894,,
Vertnet,UMMZ,6d2cfc0a-9903-40b8-802b-403398218e4a,Least weasel,Museum specimen,2/9/1939,NA,39.9611,-82.9989,20144,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,2/7/2022,NA,40.57479,-83.30638,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,2/24/2022,NA,40.43885,-83.05792,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,2/3/2022,NA,40.40838,-83.03489,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,3/5/2022,NA,40.38237,-83.04208,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,2/14/2023,NA,40.42373,-83.01879,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,8/7/2021,NA,40.377529,-83.046385,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,8/9/2021,NA,40.408441,-83.034678,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,8/5/2021,NA,40.42373,-83.01879,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Least weasel,Sighting report,8/7/2021,NA,40.37882,-83.04738,0,,Possibly not least weasel.
ODNR (ODOW Camera Project Sightings),NA,NA,Short-tailed weasel,Sighting report,5/20/2023,NA,41.2193,-80.93845,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,6/16/2023,NA,41.70067,-80.63816,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,6/13/2023,NA,41.42422,-80.90803,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,6/8/2023,NA,41.38026,-80.89757,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,5/20/2023,NA,41.45136,-80.812869,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,5/20/2023,NA,41.58473,-80.73659,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,5/28/2023,NA,41.44747,-80.5974,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,5/20/2023,NA,41.37443,-80.55085,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,3/10/2023,NA,39.339089,-82.290427,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,12/6/2023,NA,39.291859,-83.464127,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,11/21/2021,NA,39.85179,-83.2061,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Short-tailed weasel,Sighting report,10/20/2021,NA,41.3708,-80.9157,0,,Possibly not short-tailed weasel.
ODNR (ODOW Camera Project Sightings),NA,NA,Unknown weasel,Sighting report,10/31/2021,NA,41.3899,-80.9213,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,11/19/2021,NA,40.1557,-83.0449,0,,
ODNR (ODOW Camera Project Sightings),NA,NA,Long-tailed weasel,Sighting report,11/7/2021,NA,40.01065,-83.25283,0,,